record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00451,"The ISAC systems aided by MIMO, RIS and with Beamforming Techniques","Rafael Augusto Pedriali, Isadora Martines Ferreira, José Carlos Marinello, Taufik Abrão",2025,arXiv.org,10.48550/arXiv.2505.03090,https://doi.org/10.48550/arXiv.2505.03090,,,
rec_00176,"The Refractive Index Structure
Parameter/Atmospheric Optical
Turbulence Model: CN2",-,-,,10.21236/ada341685,-,,,
rec_00265,The Rise of Intelligent Reflecting Surfaces in Integrated Sensing and Communications Paradigms,"Ahmet M. Elbir, K. Mishra, Bhavani Shankar, S. Chatzinotas",2022,IEEE Network,10.1109/MNET.128.2200446,https://doi.org/10.1109/MNET.128.2200446,,,
rec_00060,THIS LINE WITH YOUR MANUSCRIPT ID NUMBER (DOUBLE-CLICK HERE TO EDIT) < Zero-padding 2D-DFT Scheme for Photonics-assisted W-band Fiber-wireless ISAC System with Orthogonal Time Frequency Space Modulation,"Jing He, Lede Yin, Kang Liu, Shijie Xiao, Zuo Chen",-,,10.1109/jlt.2025.3602312,-,,,
rec_00491,Throughput Maximization Design for RIS-Assisted WPCN-NOMA-Based ISAC Systems,"Silei He, Kun Tang, Beixiong Zheng, Xin Xiu, W. Feng, Wenquan Che, Q. Xue",2025,IEEE Transactions on Communications,10.1109/TCOMM.2025.3543242,https://doi.org/10.1109/TCOMM.2025.3543242,,,
rec_00023,Throughput Maximization for UAV-Enabled Integrated Periodic Sensing and Communication,"Kaitao Meng, Qingqing Wu, Shaodan Ma, Wen Chen, Kunlun Wang, Jun Li",2023,,10.1109/twc.2022.3197623,-,,,
rec_00090,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,"Boyu Dong, Zhongya Li, Sizhe Xing, Yinj Liu, Junh Zhao, Ouhan Huang, Junlian Jia, Jianyang Shi, Yingj Zhou, Haipeng Wang, Nan Chi, Junwen Zhang",-,,10.1109/tmtt.2025.3549729,-,,,
rec_00066,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,"Lianyi Li, Lu Zhang, Hongqi Zhang, Zhidong Lyu, Zuomin Yang, Changming Zhang, Xianbin Yu",-,,10.1109/oecc56963.2023.10209717,-,,,
rec_00278,Toward STAR-RIS-Empowered Integrated Sensing and Communications: Joint Active and Passive Beamforming Design,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang, Victor C. M. Leung",2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3294338,https://doi.org/10.1109/TVT.2023.3294338,,,
rec_00490,Tracking-Aided Multi-User MIMO Communications with Hybrid Reconfigurable Intelligent Surfaces,"Ioannis Gavras, George C. Alexandropoulos",2025,-,-,-,,,
rec_00080,Trade-off in Waveform Sensitivity to Environment in Integrated Sensing and Communications: An Electromagnetic Field Analysis,Husheng Li,-,,10.1109/globecom52923.2024.10901109,-,,,
rec_00351,"Transforming ISAC With STAR-RIS: Design, Challenges, and Opportunities","Muhammad Umer, S. Basharat, S. Hassan, Aamir Mahmood, Mikael Gidlund",2025,IEEE Network,10.1109/MNET.2024.3486352,https://doi.org/10.1109/MNET.2024.3486352,,,
rec_00544,Transmission Design of Active RIS-Assisted Integrated Sensing and Communication Systems,"Weihao Mao, Ke Xiong, Yang Lu, Jia You, Bo Ai, Zhiguo Ding",2023,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10278587,https://doi.org/10.1109/ICC45041.2023.10278587,,,
rec_00106,Transmit Beamforming Design for ISAC With Stacked Intelligent Metasurfaces,"Shunyu Li, Fan Zha, Tianqi Mao, Rui Na, Zhaocheng Wang, George K Karagiannidis, Fan Zhang",2025,,10.1109/tvt.2024.3517709,-,,,
rec_00521,Transmit Power Minimization for Double-RIS-Enabled ISAC System,"Qi Zhang, Hongyi Bian, Yu Yao, Yongpeng Wu, Feng Shu, Jiangzhou Wang",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62479.2024.10681845,https://doi.org/10.1109/ICCC62479.2024.10681845,,,
rec_00181,Turbulence-resilient pilot-assisted self-coherent free-space optical communications using automatic optoelectronic mixing of many modes,"Runzhou Zhang, Nanzhe Hu, Huibin Zhou, Kaiheng Zou, Xinzhou Su, Yiyu Zhou, Haoqian Song, Kai Pang, Amir Minoofar, Zhe Zhao, Cong Liu, Karapet Manukyan, Ahmed Almaiman, Brittany Lynn, Robert W Boyd, Moshe Tur, Alan E Willner",-,,10.1038/s41566-021-00877-w,-,,,
rec_00579,Two Birds with One Stone: Enhancing Communication and Sensing via Multi-Functional RIS,"Wanli Ni, Wen Wang, Ailing Zheng, Peng Wang, Changsheng You, Y. Eldar, D. Niyato, Robert Schober",2024,IEEE wireless communications,10.1109/MWC.001.2400471,https://doi.org/10.1109/MWC.001.2400471,,,
rec_00049,Two-timescale Transmit Power Minimization in Semi-Passive IRS-Aided ISAC Systems,"Jingwen Wu, Qilue Huang, Sihai Zhang, Ling Qiu",-,,10.1109/iccc62609.2024.10941927,-,,,
rec_00152,Ultra-Sparse Aperiodic Silicon Optical Phased Array Using High-Performance Thermo-Optic Phase Shifter,"Huaqing Qiu, Yong Liu, Xiansong Meng, Xiaowei Guan, Yunhong Ding, Hao Hu",-,,10.1002/lpor.202301177,-,,,
rec_00157,Ultrawide field-of-view integrated optical phased arrays employing multiple orbital angular momentum beams,"Zhen Wang, Shuxin Liu, Jingchi Li, Yong Zhang, Xinyuan Fang, Qiwen Zhan, Yikai Su",2024,,10.1117/1.apn.4.1.016005,-,,,
rec_00028,Unified ISAC Pareto Boundary Based on Mutual Information and Minimum Mean-Square Error Estimation,"Shuaijun Wang, Jing Chen, Yunfei Zho, Kaifeng Chen, Changsheng Han,  You, Li Chen, Jing Zhou, Yunfei Chen, Kaifeng Han",2024,,10.1109/tcomm.2024.3406382,-,,,
rec_00729,Uplink Integrated Sensing and Communications with Continuous-Aperture Array,"Boqun Zhao, Chongjun Ouyang, Xingqi Zhang, Yuanwei Liu",2025,International Workshop on Signal Processing Advances in Wireless Communications,10.1109/SPAWC66079.2025.11143261,https://doi.org/10.1109/SPAWC66079.2025.11143261,,,
rec_00472,User Detection in RIS-Based mmWave JCAS: Concept and Demonstration,"Yueheng Li, Lucas Giroto de Oliveira, A. Diewald, Xueyun Long, E. Bekker, David Brunner, Xiang Wan, T. Cui, T. Zwick, Benjamin Nuss",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3364048,https://doi.org/10.1109/TWC.2024.3364048,,,
rec_00644,User Sensing in RIS-Aided Wideband mmWave System With Beam-Squint and Beam-Split,"Jinyang Li, Shunde Zhang, Zan Li, Jianpeng Ma, O. Dobre",2025,IEEE Transactions on Communications,10.1109/TCOMM.2024.3439445,https://doi.org/10.1109/TCOMM.2024.3439445,,,
rec_00076,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,"Yang Song, Ruoshen Mo, Pinpin Zhang, Chenchen Wang, Zhengguo Sheng, Yimao Sun, Yanbing Yang",-,,10.1109/vtc2024-spring62846.2024.10683127,-,,,
rec_00069,Vertical Federated Edge Learning With Distributed Integrated Sensing and Communication,"Peixi Liu, Guangxu Zhu, Wei Jiang, Wu Luo, Jie Xu, Shuguang Cui",-,,10.1109/lcomm.2022.3181612,-,,,
rec_00440,Wave-Controlled Metasurface-Based Reconfigurable Intelligent Surfaces,"E. Ayanoglu, F. Capolino, A. L. Swindlehurst",2022,IEEE wireless communications,10.1109/MWC.005.2100401,https://doi.org/10.1109/MWC.005.2100401,,,
rec_00003,"Waveform Design for Integrated Radar, Communication and Identification Towards Low-Altitude Economy","Qi Cheng, Yanjie Ji, Xuezhou Yang, Li Zhou, Junping Wang",-,,10.1109/icwoc65853.2025.11151123,-,,,
rec_00155,Wide-angle non-uniform optical phased array using compact and efficient antenna design,"Omar E Elsheikh, Mohamed A Swillam",-,,10.1038/s41598-024-54016-w,-,,,
rec_00661,"Wideband, Polarization-Agile Reconfigurable Intelligent Surfaces","Sanghamitro Das, Satish K. Sharma",2024,United States National Committee of URSI National Radio Science Meeting,10.23919/USNC-URSINRSM60317.2024.10464458,https://doi.org/10.23919/USNC-URSINRSM60317.2024.10464458,,,
rec_00134,Wireless microwave-to-optical conversion via programmable metasurface without DC supply,"Xin Ge Zhang, Ya Lun Sun, Bingcheng Zhu, Han Wei Tian, Bo Yuan Wang, Zaichen Zhang, Cheng-Wei Qiu, Tie Jun Cui, Xiang Wei,  Jiang",-,,10.1038/s41467-025-55940-9,-,,,
rec_00725,XL-RIS Enabled Near-Field Integrated Sensing and Wireless Power Transfer,"Ping Sun, Yongsheng Ma, Qianyu Yang, Haibo Dai, Baoyun Wang",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3567568,https://doi.org/10.1109/JIOT.2025.3567568,,,
rec_00734,感知一体化系统 Reconfigurable Intelligent Surface-Assisted Integrated Sensing and Communication System,"杨晓宇 Yang, Xiaoyu ，尉志青, Wei, Zhiqing ， 孟春伟, Meng, 关键词： Isac ；可重构智能表面；6G；频谱资源",-,-,10.1145/3556562.3558576,-,,,
rec_00277,智能超表面 辅助通信感知一体化 RIS-Assisted Integrated Sensing and Communications,"夏方昊 Xia, Fanghao ，王新奕, Wang, Zheng Zhong",2022,-,https://api.semanticscholar.org/CorpusID:261268252,-,,,
