record_id,source_db,status,decided_by,decided_at,stage,decision,automation_flag,title,authors,doi_or_id,year,screening_score
rec_00155,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Wide-angle non-uniform optical phased array using compact and efficient antenna design,"Omar E Elsheikh, Mohamed A Swillam",10.1038/s41598-024-54016-w,-,2.7
rec_00156,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Single soliton microcomb combined with optical phased array for parallel FMCW LiDAR,"Jingye Chen, Wenlei Li, Zhe Kang, Zongxing Lin, Shi Zhao, Daixin Lian, Jijun He, Dongmei Huang, Daoxin Dai, Yaocheng Shi",10.1038/s41467-025-56483-9,-,0.1
rec_00157,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Ultrawide field-of-view integrated optical phased arrays employing multiple orbital angular momentum beams,"Zhen Wang, Shuxin Liu, Jingchi Li, Yong Zhang, Xinyuan Fang, Qiwen Zhan, Yikai Su",10.1117/1.apn.4.1.016005,2024,2.7
rec_00158,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"1000-Channel Integrated Optical Phased Array with 180° Field of View, High Resolution and High Scalability","Yong Liu, Xiansong Meng",arXiv:2508.19977,,2.7
rec_00159,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Advancements in LED-based indoor visible light communication: A two-decade survey,"N Aravindan, S Selvendran, A Sivanantha Raja, A B S T R A C T",10.1016/j.heliyon.2025.e42866,2025,1.4
rec_00160,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Data-driven integrated sensing and communication: Recent advances, challenges, and future prospects","Hammam Salem, Haleema Sadia, Muzakkir Quamar, Adeb Magad, Mohammed Elrashidy, Nasir Saeed, Mudassir Masood",10.2139/ssrn.5186125,2025,2.5
rec_00161,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Integrated sensing, lighting and communication based on visible light communication: A review","Chenxin Liang, Jiarong Li, Sicong Liu, Fang Yang, Yuhan Dong, Jian Song, Xiao-Ping Zhang, Wenbo Ding",10.1016/j.dsp.2023.104340,2023,2.5
rec_00162,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,"Haibo Wang, Zaichen Zhang, Yingmeng Ge, Bingcheng Zhu",10.1109/twc.2024.3484569,-,3.5
rec_00163,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Joint communication and radar sensing in 5G mobile network by compressive sensing,"Lushanur Rahman, J Andrew Zhang, Xiaojing Huang, Y Jay, Zhiping Lu",10.1049/iet-com.2020.0384,-,1.4
rec_00164,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,High-capacity free-space optical communications using wavelength-and mode-division-multiplexing in the mid-infrared region,"Kaiheng Zou, Kai Pang, Haoqian Song, Jintao Fan, Zhe Zhao, Runzhou Zhang, Huibin Zhou, Amir Minoofar, Cong Liu, Xinzhou Su, Nanzhe Hu, Andrew Mcclung, Mahsa Torfeh, Amir Arbabi, Moshe Tur, Alan E Willner",10.1038/s41467-022-35327-w,-,2.5
rec_00165,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Self-adaptive integrated photonic receiver for turbulence compensation in free space optical links,"Andres Ivan Martinez, Gabriele Cavicchi, Seyedmohammad Seyedinnavadeh, Francesco Zanet, Marco Sampietro, Alessandro D 'acierno, Francesco Morichetti, Andrea Melloni",10.1038/s41598-024-70726-7,-,2.9
rec_00166,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Code-Division OFDM Joint Communication and Sensing System for 6G Machine-type Communication,"Xu Chen, Zhiyong Feng, Zhiqing Wei, Ping Zhang, Xin Yuan",10.1109/jiot.2021.3060858,2023,1.4
rec_00167,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,A Survey of Visible-Light-Communication-Based Indoor Positioning Systems,"Yang Yue, Chi-Wai Chow, Ruofan Wang, Guanchong Niu, Qi Cao, Chung Shue Chen, Siu-Wai Ho",10.3390/s24165197,2024,1.4
rec_00168,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,VLocSense: Integrated VLC System for Indoor Passive Localization and Human Sensing,"Jiarong Li, Chihan Xu, Junhao Gong, Weihua Gui, Chaobo Zhang, Xiaojun Liang, Wenbo Ding",10.1145/3636534.3694729,-,1.4
rec_00169,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,OFDM-IM for Joint Communication and Radar-Sensing: A Promising Waveform for Dual Functionality,"Mehmet Mert Şahin, Ilter Erol Gurol, Emre Arslan, Ertugrul Basar, Huseyin Arslan, Mehmet Mert Şahin",10.3389/frcmn.2021.715944,2021,1.4
rec_00170,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,An indoor IoT-based LiFi system using LEDs for sensor data transfer,"Mostafa A R Eltokhy, Mohamed Abdel-Hady, Ayman Haggag, Hisham A Hamad, Tarek Hosny, Ahmed A F Youssef, Ali M El-Rifaie",10.3934/electreng.2025007,2025,1.4
rec_00171,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication with Light-Emitting Diode,"Runxin Zhang, Yulin Shao, Menghan Li, Lu Lu, Yonina C Eldar",10.1109/iccworkshops59551.2024.10615407,2024,2.7
rec_00172,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,ATMOSPHERIC DATA FOR OPTICAL COMMUNICATION SYSTEMS,-,10.21236/ada097673,-,0.1
rec_00173,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Assessment of adaptive optics-corrected optical links statistics from integrated turbulence parameters through a Gaussian process metamodel,"Emile Klotz, Sidonie Lefebvre, Nicolas Vedrenne, Christian Musso, Sylvain Poulenard, Thierry Fusco",10.1002/sat.1497,-,2.7
rec_00174,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Opto-thermo-mechanical phenomena in satellite free-space optical communications: survey and challenges,"Mario Badás, Pierre Piron, Jasper Bouwmeester, Jérôme Loicq, Hans Kuiper, Eberhard Gill",10.1117/1.oe.63.4.041206,-,2.7
rec_00175,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,High-capacity free-space optical link in the midinfrared thermal atmospheric windows using unipolar quantum devices,"Pierre Didier, Hamza Dely, Thomas Bonazzi, Olivier Spitz, Elie Awwad, Étienne Rodriguez, Angela Vasanelli, Carlo Sirtori, Frédéric Grillot",10.1117/1.ap.4.5.056004,2022,2.5
rec_00176,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"The Refractive Index Structure
Parameter/Atmospheric Optical
Turbulence Model: CN2",-,10.21236/ada341685,-,2.5
rec_00177,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Link range optimisation for detection methods under scintillation effects on FSO system,"Sowmyaa Vathsan,  A Sasithradevi",10.24425/opelre.2025.154745,2025,2.7
rec_00178,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Resilient adaptive polarized optical transmission for mitigating atmospheric turbulence in free space optics communication,"M H Anit Monisha, M R Geetha",10.1016/j.ijleo.2025.172262,2025,2.7
rec_00179,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust structured light in atmospheric turbulence,"Asher Klug, Cade Peters, Andrew Forbes",10.1117/1.ap.5.1.016006,2023,2.7
rec_00180,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Review on UAV-based FSO links: recent advances, challenges, and performance metrics","Aanchal Gupta, Divya Dhawan, Neena Gupta",10.1117/1.oe.63.4.041204,-,2.5
rec_00181,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Turbulence-resilient pilot-assisted self-coherent free-space optical communications using automatic optoelectronic mixing of many modes,"Runzhou Zhang, Nanzhe Hu, Huibin Zhou, Kaiheng Zou, Xinzhou Su, Yiyu Zhou, Haoqian Song, Kai Pang, Amir Minoofar, Zhe Zhao, Cong Liu, Karapet Manukyan, Ahmed Almaiman, Brittany Lynn, Robert W Boyd, Moshe Tur, Alan E Willner",10.1038/s41566-021-00877-w,-,2.7
rec_00182,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Fiber bundle-based beam tracking approach for free space optical communications link optimization,"Krunal Patel, Michelle O'toole, Katherine Newell, Radha Venkat, Hala Tomey",10.1117/1.oe.63.4.041212,-,2.7
rec_00183,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Investigation of turbulence-tolerant free-space optical communications via multiplane light conversion,"Pak Cho, Paul M Pellegrino, Justin Bickford, Alexandros Bontzos",10.1117/1.oe.61.11.116104,-,2.7
rec_00184,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Challenges for optical turbulence characterization and prediction at optical communication sites,"Florian Quatresooz, Gilles Orban De Xivry, Olivier Absil, Danielle Vanhoenacker-Janvier, Claude Oestges",10.1117/12.2691034,-,2.7
rec_00185,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Free-Space Optical Channel Turbulence Prediction: A Machine Learning Approach,"Zobaer Islam, Ethan Abele, Fahim Ferdous Hossain, Arsalan Ahmad, Sabit Ekin, John F O'hara",10.1109/lcomm.2025.3555162,2025,2.7
rec_00186,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multistep ahead atmospheric optical turbulence forecasting for free-space optical communication using empirical mode decomposition and LSTM-based sequence-to-sequence learning,"Yalin Li, Hongqun Zhang, Lang Li, Lu Shi, Yan Huang, Shiyao Fu, Muhsin Caner Gokce, Qi Chang",10.3389/fphy.2023.1070762,2023,2.7
rec_00187,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical beamforming networks for millimeter-wave wireless communications,"Fei Duan, Yuhao Guo, Zenghui Gu, Yanlong Yin, Yixin Wu, Teyan Chen",10.3390/app13148346,2023,2.7
rec_00188,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Free space optical integrated sensing and communication based on LFM and CPM,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/LCOMM.2023.3332658,2023,0.1
rec_00189,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Artificial intelligence in meta-optics,"Mu Ku Chen, Xiaoyuan Liu, Yanni Sun, Din Ping Tsai",10.1021/acs.chemrev.2c00012,2022,2.5
rec_00190,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"A Survey on Hybrid Free Space Optical and Radio Frequency Systems: Classification, Progress, Observations and Challenges","Heyam Hassan, Saud Althunibat, Amneh Al-Mbaideen, Mazen Hasna, Khalid Qaraqe",10.1109/access.2025.3558500,2025,2.7
rec_00191,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Posterior Probability-Based Symbol Detection Algorithm for CPM in Underwater Acoustic Channels,"Ruigang Han, Ning Jia, Yufei Liu, Jianchun Huang, Suna Qu, Shengming Guo",10.3390/jmse13040800,2025,0.1
rec_00192,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/GLOBECOM52923.2024.10901628,2024,2.7
rec_00193,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A review of dielectric optical metasurfaces for wavefront control,"Seyedeh Mahsa Kamali, Ehsan Arbabi, Amir Arbabi, Andrei Faraon",10.1515/nanoph-2017-0129,2018,2.7
rec_00194,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-assisted visible light communication systems: A tutorial,"Sylvester Aboagye, Alain R Ndjiongue, Telex MN Ngatched, Octavia A Dobre, H Vincent Poor",10.1109/COMST.2022.3225859,2022,2.7
rec_00195,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Bidirectional retroreflective optical ISAC using time division duplexing and clipped OFDM,"Haochuan Wang, Chen Chen, Zhihong Zeng, Sihua Shao, Harald Haas",10.1109/LPT.2025.3541038,2025,0.1
rec_00196,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/TWC.2025.3557061,2025,0.1
rec_00197,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Phase-locked arrays of surface-emitting graded-photonic-heterostructure terahertz semiconductor lasers,"Yacine Halioua, Gangyi Xu, Souad Moumdji, Lianhe Li, Jingxuan Zhu, Edmund H Linfield, A Giles Davies, Harvey E Beere, David A Ritchie, Raffaele Colombelli",10.1364/OE.23.006915,2015,2.5
rec_00198,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Positioning and Communication Relying on Wireless Optical OFDM,"Chao Xu, Christos Masouros, Shinya Sugiura, Periklis Petropoulos, Robert G Maunder, Lie-Liang Yang, Harald Haas, Lajos Hanzo",10.1109/JSAC.2025.3543532,2025,2.7
rec_00199,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint beamforming and UAV trajectory optimization for covert communications in ISAC networks,"Dan Deng, Wen Zhou, Xingwang Li, Daniel Benevides Da Costa, Derrick Wing Kwan Ng, Arumugam Nallanathan",10.1109/TWC.2024.3503726,2024,2.5
rec_00200,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Recent progress in active optical metasurfaces,"Lei Kang, Ronald P Jenkins, Douglas H Werner",10.1002/adom.201801813,2019,2.7
rec_00201,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Reconfigurable metasurfaces towards commercial success,"Tian Gu, Hyun Jung Kim, Clara Rivero-Baleine, Juejun Hu",10.1038/s41566-022-01099-4,2023,2.9
rec_00202,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,"Shuhang Chen, Chen Chen, Zhihong Zeng, Yanbing Yang, Harald Haas",10.1109/LPT.2025.3570997,2025,0.1
rec_00203,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Free space optical integrated sensing and communication based on DCO-OFDM: performance metrics and resource allocation,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/JIOT.2024.3469279,2024,2.7
rec_00204,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Technical concepts of automotive LiDAR sensors: a review,"Hanno Holzhüter, Jörn Bödewadt, Shima Bayesteh, Andreas Aschinger, Holger Blume",10.1117/1.OE.62.3.031213,2023,1.4
rec_00205,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Photonic-electronic integrated circuit-based coherent LiDAR engine,"Anton Lukashchuk, Halil Kerim Yildirim, Andrea Bancora, Grigory Lihachev, Yang Liu, Zheru Qiu, Xinru Ji, Andrey Voloshin, Sunil A Bhave, Edoardo Charbon",10.1038/s41467-024-47478-z,2024,2.7
rec_00206,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Fully integrated FMCW LiDAR optical engine on a single silicon chip,"Keyvan Sayyah, Raymond Sarkissian, Pamela Patterson, Biqin Huang, Oleg Efimov, Danny Kim, Ken Elliott, Louis Yang, David Hammon",10.1109/jlt.2022.3145711,2022,2.5
rec_00207,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Indium phosphide photonic integrated circuit transceiver for FMCW LiDAR,"Brandon J Isaac, Bowen Song, Sergio Pinna, Larry A Coldren, Jonathan Klamkin",10.1109/JSTQE.2019.2911420,2019,2.5
rec_00208,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,A survey on video streaming for next-generation vehicular networks,"Chenn-Jung Huang, Hao-Wen Cheng, Yi-Hung Lien, Mei-En Jian",10.3390/electronics13030649,2024,0.1
rec_00209,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Physical twinning for joint encoding-decoding optimization in computational optics: a review,"Liheng Bian, Xinrui Zhan, Rong Yan, Xuyang Chang, Hua Huang, Jun Zhang",10.1038/s41377-025-01810-4,2025,2.5
rec_00210,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Continuous-aperture array (CAPA)-based wireless communications: Capacity characterization,"Boqun Zhao, Chongjun Ouyang, Xingqi Zhang, Yuanwei Liu",10.48550/arXiv.2406.15056,2024,1.4
rec_00211,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Recent advancement in optical metasurface: fundament to application,"Naqeeb Ullah, Ruizhe Zhao, Lingling Huang",10.3390/mi13071025,2022,2.7
rec_00212,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,"Engineering Optics 2.0: A Revolution in Optical Theories, Materials, Devices and Systems",Xiangang Luo,10.1007/978-981-13-5755-8,2019,1.4
rec_00213,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Photonics-Aided Integrated Sensing and Communication System in the W-Band Based on Integrated Waveforms,"Wenzhong He, Wen Zhou, Jiaxuan Liu, Xiongwei Yang, Yi Wei, Kaihui Wang, Jianjun Yu",10.2139/ssrn.4591576,-,2.7
rec_00214,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Optical reconfigurable intelligent surfaces aided optical wireless communications: Opportunities, challenges, and trends","Haibo Wang, Zaichen Zhang, Bingcheng Zhu, Jian Dang, Liang Wu",10.1109/mwc.001.2200604,2023,2.9
rec_00215,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Avalanche photodiodes with dual multiplication layers and ultra-high responsivity-bandwidth products for FMCW LiDAR system applications,"Zohauddin Ahmad, Sheng-I Kuo, You-Chia Chang, Rui-Lin Chao, None Naseem, Yi-Shan Lee, Yung-Jr Hung, Huang-Ming Chen, Jason Chen, Chee Seong Goh",10.1109/JSTQE.2021.3062637,2021,2.5
rec_00216,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical metasurfaces for generating and manipulating optical vortex beams,"Hammad Ahmed, Hongyoon Kim, Yuebian Zhang, Yuttana Intaravanne, Jaehyuck Jang, Junsuk Rho, Shuqi Chen, Xianzhong Chen",10.1515/nanoph-2021-0746,2022,2.5
rec_00217,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Mechanically reconfigurable metasurfaces: fabrications and applications,"Yinghao Zhao, Zhiguang Liu, Chongrui Li, Wenlong Jiao, Senlin Jiang, Xiaowei Li, Jiahua Duan, Jiafang Li",10.1038/s44310-024-00010-z,2024,2.5
rec_00218,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Active optical phased array integrated within a micro-cantilever,"Sylvain Guerber, Daivid Fowler, Laurent Mollard, Christel Dieppedale, Gwenael Le Rhun, Antoine Hamelin, Jonathan Faugier-Tovar, Kim Abdoul-Carime",10.1038/s44172-024-00224-1,2024,2.7
rec_00219,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beam steering technology of optical phased array based on silicon photonic integrated chip,"Jinyu Wang, Ruogu Song, Xinyu Li, Wencheng Yue, Yan Cai, Shuxiao Wang, Mingbin Yu",10.3390/mi15030322,2024,2.7
rec_00220,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,"Recent advances in optical wireless communications for 6g, wlans and beyond","Yuanqiu Luo, Admela Jukan, Krishna M Sivalingam, Xiaojun Cao, Suresh Subramaniam, Gangxiang Shen",10.1109/mwc.2023.10325445,2023,1.4
rec_00221,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A review of phase-change materials and their potential for reconfigurable intelligent surfaces,"Randy Matos, Nezih Pala",10.3390/mi14061259,2023,2.7
rec_00222,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,"Shengqian Wang, Henry Chen",10.23919/wiopt58741.2023.10349823,-,2.7
rec_00223,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,"Haibo Wang, Zaichen Zhang, Yingmeng Ge, Bingcheng Zhu",10.1109/twc.2024.3484569,-,3.5
rec_00224,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,"Free Space Optical Integrated Sensing and Communication
Based on LFM and CPM","Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/lcomm.2023.3332658,2024,0.1
rec_00225,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,"Yingjun Xia, Jing Zhang, Tingting Guo, Hui Wang, Chen Geng, Yu Zhu, Ruiman Han, Yanqing Yang, Guangkun Song, Xiangjian Wan, Guanghui Li, Yongsheng Chen",10.1002/adfm.202412813,2024,2.7
rec_00226,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/lcomm.2023.3270184,2023,2.7
rec_00227,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,FREE SPACE OPTICAL COMMUNICATIONS FOR INTELLIGENT TRANSPORTATION SYSTEMS Potentials and Challenges,"Fang Yang, Ling Cheng, Jian Song, Zhu Han",10.1109/mvt.2023.3244032,2023,1.4
rec_00228,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,"Bidirectional Retroreflective Optical ISAC Using
Time Division Duplexing and Clipped OFDM","Chen Chen, Haochuan Wang, Zhihong Zeng, Harald Haas",10.1109/lpt.2025.3541038,2025,0.1
rec_00229,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communications Over the Years: An Evolution Perspective,"Di Zhang, Yuanhao Cui, Xiaowen Cao, Nanchi Su, Fan Liu, Xiaojun Jing, J Andrew Zhang, Jie Xu, Christos Masouros, Dusit Niyato, Marco Di Renzo",10.48550/arXiv.2504.06830,-,2.7
rec_00230,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,"Haochuan Wang, Binbin Zhu, Zhihong Zeng, Sihua Shao, Chen Chen, Min Liu",10.1109/acp/ipoc63121.2024.10809915,-,2.7
rec_00231,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Opportunistic Reuse of Spatial-Temporal Resources in Multi-User ISAC Systems for Value of Service Maximization,"Biwei Li, Xianbin Wang",10.1109/twc.2025.3573209,-,1.4
rec_00232,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming and UAV Trajectory Optimization for Covert Communications in ISAC Networks,"Dan Deng, Wen Zhou, Xingwang Li, Daniel Benevides, Derri Costa, Kwan Wing, Arumugam Ng,  Nallanathan, Derrick Wing, Kwan Ng, Arumugam Nallanathan",10.1109/twc.2024.3503726,2025,2.5
rec_00233,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Progress in Luminescent Materials Based on Europium(III) Complexes of β-Diketones and Organic Carboxylic Acids,"Giuseppe Cavallaro, Claudia Dragonetti, Athanassios C Tsipis, Carla Bazzicalupi, Qianting Chen, Jie Zhang, Quanfeng Ye, Shanqi Qin, Lingyi Li, Mingyu Teng, Wai-Yeung Wong",10.3390/molecules30061342,2025,0.1
rec_00234,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Realization of RF Signal over Bidirectional Optical Wireless Communication Links,"Runxin Zhang, Yuheng Zhang, Menghan Li, Qikai Liu, Lu Lu",10.1109/iccworkshops59551.2024.10615819,-,1.4
rec_00235,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,"Jinliang Wang, Nuo Huang, Chen Gong, Wei Wang, Xu Li",10.1109/jiot.2024.3373447,2024,2.7
rec_00236,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/icc51166.2024.10622583,-,2.7
rec_00237,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,"Full-Duplex RO-ISAC System: Wavelength Division
Duplexing and Hybrid Waveform Design",-,10.1109/lpt.2025.3570997,-,0.1
rec_00238,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,LiRF: Light-Based Wireless Communications Supporting Ubiquitous Radio Frequency Signals,"Runxin Zhang, Menghan Li, Yuheng Zhang, Jian Xiong, Lu Lu",10.1109/jphot.2024.3449326,-,1.4
rec_00239,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,"Muhammad Nafees, Mohammadamin Baniasadi, James R Hopgood, Majid Safari, John S Thompson",10.1109/wcnc61545.2025.10978163,-,2.7
rec_00240,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Implementation of Reconfigurable 149Mbps TDC-Based PPM Transceiver,"Pauls Eriks Sics, Nikolajs Tihomorskis, Sandis Migla, Jakovs Ratners, Viktors Kurtenoks, Arturs Aboltins",10.1109/eucnc/6gsummit60053.2024.10597124,-,1.4
rec_00241,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges","Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/iotm.001.2300196,2024,2.7
rec_00242,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,High-gain optical parametric amplification with continuous-wave pump using domain-engineered thin film lithium niobate waveguide,"Mengwen Chen, Chenyu Wang, Kunpeng Jia, Xiao-Hui Tian, Jie Tang, Chunxi Zhu, Xiaowen Gu, Zexing Zhao, Zikang Wang, Zhilin Ye, Yong Zhang, Zhong Yan, Guang Qian, Biaobing Jin, Zhenlin Wang, Shi-Ning Zhu, Zhenda Xie",10.1364/optica.565112,-,1.4
rec_00243,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Co-Existence of SiPh Sensing Link and Real World Traffic Over 100 m FSO Link for 6G Deployments,"G Syriopoulos, E Kyria, T Prousali, A Ntanos, A Stathis, P Kourelias, P Toumasis, G Zervos, G Giannoulis, H Poulopoulos, D Avramopoulos,  Apostolopoulos",10.1109/lpt.2025.3554000,-,2.7
rec_00244,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical ISAC: Fundamental Performance Limits and Transceiver Design,"Alireza Ghazavi Khorasgani, Mahtab Mirmohseni, Ahmed Elzanaty",10.1109/gcwkshp64532.2024.11101062,2025,2.7
